person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
21,96000.0,RENT,0.0,DEBTCONSOLIDATION,D,13494.36,15.33,1,0.14,N,2
36,33000.0,RENT,1.0,MEDICAL,B,6000.0,10.74,1,0.18,N,2
28,9602.73,RENT,0.0,MEDICAL,C,5000.0,13.36,1,0.52,Y,8
27,120000.0,MORTGAGE,2.0,MEDICAL,E,9600.0,14.84,1,0.08,Y,2
22,9600.0,RENT,0.0,PERSONAL,D,4000.0,15.99,1,0.42,N,8
27,34000.0,RENT,0.0,VENTURE,D,20000.0,16.0,1,0.59,Y,11
29,40000.0,RENT,0.0,VENTURE,B,10000.0,16.4,1,0.25,Y,2
23,54000.0,RENT,0.0,MEDICAL,D,18000.0,13.99,1,0.33,N,2
23,44000.0,RENT,11.0,PERSONAL,A,8000.0,14.26,1,0.18,Y,3
47,41400.0,RENT,6.0,DEBTCONSOLIDATION,C,13500.0,9.88,1,0.33,N,16
26,52104.7,MORTGAGE,3.0,HOMEIMPROVEMENT,D,25000.0,17.04,1,0.48,Y,4
29,47378.06,MORTGAGE,1.0,PERSONAL,E,8000.0,21.22,1,0.17,Y,17
26,31000.0,MORTGAGE,0.0,EDUCATION,A,4000.0,11.49,1,0.13,Y,8
33,44933.32,MORTGAGE,3.0,MEDICAL,D,15250.0,15.58,1,0.34,N,16
21,55016.22,MORTGAGE,0.0,DEBTCONSOLIDATION,A,15000.0,13.11,1,0.27,N,3
23,40000.0,RENT,3.0,EDUCATION,E,8000.0,14.17,1,0.2,Y,6
21,27000.0,RENT,0.0,EDUCATION,B,16000.0,7.29,1,0.59,N,2
23,30000.0,RENT,0.0,DEBTCONSOLIDATION,D,3500.0,9.32,1,0.12,Y,5
23,22484.13,OWN,0.0,MEDICAL,A,3000.0,14.59,1,0.13,Y,4
25,41400.0,RENT,0.0,HOMEIMPROVEMENT,E,3000.0,15.28,1,0.07,N,3
26,42000.0,RENT,2.0,MEDICAL,B,28898.18,12.99,1,0.69,N,8
22,54000.0,MORTGAGE,6.0,MEDICAL,D,16000.0,16.4,1,0.3,N,2
29,35000.0,RENT,0.0,PERSONAL,C,20000.0,5.99,1,0.57,N,10
47,139838.13,RENT,3.0,DEBTCONSOLIDATION,D,12723.62,17.9,1,0.09,N,6
23,39900.0,RENT,3.0,HOMEIMPROVEMENT,D,14800.0,14.61,1,0.37,N,7
27,18000.0,RENT,0.0,MEDICAL,D,3800.0,17.46,1,0.21,Y,9
24,49000.0,RENT,1.0,EDUCATION,D,9000.0,15.27,1,0.18,N,2
23,18000.0,RENT,2.0,EDUCATION,C,1444.96,8.94,1,0.08,Y,7
31,38000.0,MORTGAGE,3.0,EDUCATION,D,3500.0,15.28,1,0.09,N,5
21,52000.0,MORTGAGE,0.0,MEDICAL,A,9000.0,12.18,1,0.17,N,2
23,25948.84,RENT,8.0,MEDICAL,C,10000.0,5.99,1,0.39,N,8
22,22305.29,RENT,7.0,PERSONAL,E,3600.0,15.57,1,0.16,Y,3
23,31800.0,RENT,0.0,VENTURE,B,1500.0,15.62,1,0.05,N,2
29,60000.0,RENT,4.0,DEBTCONSOLIDATION,D,6950.0,16.49,1,0.12,N,5
21,27112.35,RENT,0.0,MEDICAL,D,5000.0,14.84,1,0.18,N,2
25,78000.0,RENT,8.0,DEBTCONSOLIDATION,C,10000.0,9.76,1,0.13,N,9
23,44000.0,RENT,0.0,EDUCATION,B,18000.0,5.42,1,0.41,N,2
23,91800.0,RENT,5.0,VENTURE,D,5000.0,12.69,1,0.05,N,3
26,42000.0,RENT,0.0,MEDICAL,D,20000.0,17.58,1,0.48,Y,2
36,54000.0,RENT,0.0,HOMEIMPROVEMENT,D,6775.18,14.35,1,0.13,Y,12
25,42000.0,MORTGAGE,6.0,MEDICAL,D,4900.0,17.99,1,0.12,N,10
31,88000.0,RENT,0.0,HOMEIMPROVEMENT,D,5000.0,15.65,1,0.06,Y,10
26,33600.0,RENT,0.0,HOMEIMPROVEMENT,C,14400.0,10.83,1,0.43,N,2
29,44343.5,RENT,10.0,VENTURE,C,8000.0,14.42,1,0.18,N,3
26,24000.0,RENT,0.0,DEBTCONSOLIDATION,C,5000.0,6.92,1,0.21,N,2
45,56000.0,RENT,0.0,MEDICAL,D,25000.0,5.99,1,0.45,N,3
21,32000.0,RENT,11.0,DEBTCONSOLIDATION,C,1400.0,11.49,1,0.04,N,8
28,48000.0,RENT,11.0,HOMEIMPROVEMENT,D,12250.0,7.29,1,0.26,N,5
26,30000.0,RENT,0.0,EDUCATION,G,2000.0,19.03,1,0.07,N,2
25,28800.0,MORTGAGE,5.0,DEBTCONSOLIDATION,D,6000.0,10.44,1,0.21,N,2
66,71040.49,RENT,11.0,DEBTCONSOLIDATION,B,12000.0,10.39,1,0.17,N,9
23,35000.0,RENT,0.0,EDUCATION,D,7000.0,15.28,1,0.2,N,3
23,27000.0,RENT,11.0,HOMEIMPROVEMENT,A,2000.0,7.51,1,0.07,N,6
27,35000.0,RENT,11.0,DEBTCONSOLIDATION,D,12000.0,13.55,1,0.34,N,5
25,56400.67,MORTGAGE,11.0,EDUCATION,C,11232.71,6.92,1,0.2,N,11
26,98000.0,MORTGAGE,3.0,VENTURE,D,35000.0,11.83,1,0.36,N,3
22,11003.44,RENT,1.0,MEDICAL,A,5600.0,13.98,1,0.51,Y,4
26,30000.0,RENT,4.0,DEBTCONSOLIDATION,E,12000.0,16.45,1,0.4,Y,2
24,83000.0,RENT,1.0,PERSONAL,D,18000.0,15.95,1,0.22,N,2
23,25200.0,RENT,1.0,MEDICAL,C,5000.0,13.47,1,0.2,Y,4
22,28000.0,MORTGAGE,8.0,VENTURE,A,1000.0,12.18,1,0.04,N,2
23,45000.0,RENT,5.0,VENTURE,B,12000.0,12.53,1,0.27,Y,6
21,18000.0,RENT,5.0,MEDICAL,B,6000.0,14.54,1,0.33,N,2
23,9600.0,MORTGAGE,0.0,EDUCATION,D,10000.0,9.62,1,0.83,N,2
23,54000.0,RENT,1.0,EDUCATION,D,10000.0,20.16,1,0.19,N,3
35,54000.0,RENT,11.0,PERSONAL,B,6500.0,14.59,1,0.12,N,10
24,33000.0,RENT,0.0,HOMEIMPROVEMENT,A,10300.0,9.88,1,0.31,N,3
23,18859.34,RENT,4.0,PERSONAL,D,8605.41,13.22,1,0.46,Y,3
27,65000.0,RENT,7.0,VENTURE,D,22000.0,15.68,1,0.34,N,5
23,15000.0,RENT,4.0,EDUCATION,A,1800.0,14.54,1,0.12,N,2
41,76000.0,RENT,5.0,MEDICAL,D,20000.0,12.73,1,0.26,N,8
22,27996.0,RENT,0.0,EDUCATION,C,5800.0,6.54,1,0.21,N,2
26,34991.95,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000.0,7.66,1,0.29,N,6
44,79506.11,RENT,6.0,DEBTCONSOLIDATION,B,20000.0,14.27,1,0.25,N,9
24,17498.11,RENT,0.0,HOMEIMPROVEMENT,A,3000.0,13.8,1,0.17,N,6
21,40000.0,MORTGAGE,0.0,PERSONAL,A,3024.24,7.66,1,0.08,N,2
23,42969.5,RENT,2.0,PERSONAL,C,20000.0,11.49,1,0.47,Y,6
23,29000.0,RENT,0.0,PERSONAL,B,13000.0,14.46,1,0.45,Y,2
25,54400.0,RENT,3.0,MEDICAL,B,13000.0,16.77,1,0.24,N,6
33,34162.24,MORTGAGE,4.0,PERSONAL,C,5000.0,11.48,1,0.15,Y,6
28,28000.0,MORTGAGE,0.0,PERSONAL,A,14913.1,15.37,1,0.53,N,4
41,45000.0,RENT,1.0,DEBTCONSOLIDATION,B,12000.0,19.42,1,0.27,N,7
25,83000.0,RENT,5.0,PERSONAL,A,7000.0,16.77,1,0.08,Y,2
22,44000.0,RENT,11.0,MEDICAL,C,25810.4,10.59,1,0.59,N,2
28,47805.68,RENT,5.0,PERSONAL,A,10000.0,11.99,1,0.21,N,8
26,29910.23,RENT,1.0,DEBTCONSOLIDATION,E,6000.0,15.37,1,0.2,Y,2
23,21494.02,RENT,0.0,DEBTCONSOLIDATION,C,12000.0,6.76,1,0.56,N,5
27,37000.0,RENT,9.0,MEDICAL,F,4200.0,19.29,1,0.11,N,3
23,63220.5,MORTGAGE,0.0,EDUCATION,B,4118.99,14.61,1,0.07,Y,2
21,73000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,11200.0,11.48,1,0.15,N,2
27,30000.0,RENT,0.0,MEDICAL,B,6000.0,11.99,1,0.2,N,4
22,14400.0,RENT,8.0,VENTURE,C,14000.0,6.91,1,0.83,Y,2
21,42000.0,MORTGAGE,5.0,MEDICAL,E,7800.0,15.62,1,0.19,N,2
24,64000.0,RENT,0.0,VENTURE,A,3600.0,13.57,1,0.06,Y,4
24,30000.0,RENT,0.0,PERSONAL,C,5000.0,9.88,1,0.17,N,6
25,138000.0,RENT,3.0,EDUCATION,B,20000.0,16.82,1,0.14,Y,15
25,42644.92,MORTGAGE,3.0,EDUCATION,A,1319.02,13.06,1,0.03,Y,3
29,69000.0,RENT,2.0,PERSONAL,E,10000.0,20.3,1,0.14,N,2
22,24000.0,RENT,1.0,PERSONAL,C,5600.0,7.9,1,0.23,N,3
22,188000.0,RENT,11.0,MEDICAL,D,25000.0,13.11,1,0.13,Y,2
37,49000.0,RENT,11.0,HOMEIMPROVEMENT,C,25000.0,8.59,1,0.51,N,6
33,55000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,D,7696.6,15.05,1,0.14,Y,13
23,30995.63,RENT,8.0,EDUCATION,B,21600.0,7.51,1,0.7,N,3
27,59000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,13000.0,10.65,1,0.22,N,7
54,15000.0,OWN,1.0,EDUCATION,C,4500.0,9.91,1,0.3,N,8
33,32000.0,MORTGAGE,5.0,VENTURE,A,10000.0,7.49,1,0.31,Y,11
23,15600.0,RENT,0.0,HOMEIMPROVEMENT,C,3600.0,6.54,1,0.23,N,5
41,52004.71,RENT,1.0,HOMEIMPROVEMENT,C,9000.0,6.17,1,0.17,N,13
23,28800.0,RENT,3.0,DEBTCONSOLIDATION,D,3600.0,15.27,1,0.12,N,3
26,33000.0,RENT,3.0,DEBTCONSOLIDATION,D,12800.0,10.65,1,0.39,N,4
36,91970.71,RENT,0.0,PERSONAL,D,27050.0,14.17,1,0.29,N,8
47,61679.5,RENT,4.0,HOMEIMPROVEMENT,D,7000.0,15.31,1,0.11,N,7
33,45000.0,RENT,3.0,MEDICAL,C,7000.0,12.18,1,0.16,Y,5
27,103000.0,RENT,10.0,VENTURE,E,9600.0,18.66,1,0.09,Y,8
23,60000.0,RENT,0.0,MEDICAL,D,25000.0,16.29,1,0.42,Y,3
29,74004.0,MORTGAGE,5.0,VENTURE,B,9250.0,9.63,1,0.12,Y,2
25,14400.0,RENT,1.0,MEDICAL,D,12000.0,15.33,1,0.83,N,12
35,42500.0,RENT,0.0,MEDICAL,D,15250.0,12.68,1,0.36,Y,14
39,15360.0,RENT,3.0,HOMEIMPROVEMENT,D,8130.8,13.85,1,0.53,N,8
25,72000.0,RENT,4.0,PERSONAL,A,12000.0,15.65,1,0.17,N,10
42,69155.67,RENT,3.0,PERSONAL,E,7500.0,14.96,1,0.11,N,16
26,84000.0,MORTGAGE,0.0,VENTURE,A,25000.0,12.68,1,0.3,Y,2
33,12000.0,RENT,4.0,PERSONAL,C,2800.0,7.14,1,0.23,N,6
24,39000.0,RENT,11.0,PERSONAL,C,20000.0,10.75,1,0.51,N,13
21,14708.27,RENT,2.0,MEDICAL,D,1000.0,11.58,1,0.07,N,5
23,88000.0,RENT,0.0,HOMEIMPROVEMENT,A,5000.0,15.96,1,0.06,N,2
26,138000.0,RENT,2.0,VENTURE,D,20000.0,14.03,1,0.14,N,3
24,21600.0,RENT,5.0,MEDICAL,D,14000.0,14.84,1,0.65,N,8
22,30000.0,RENT,0.0,MEDICAL,E,8000.0,18.39,1,0.27,N,2
36,18234.46,RENT,3.0,MEDICAL,C,10000.0,6.62,1,0.55,N,6
28,27000.0,MORTGAGE,11.0,DEBTCONSOLIDATION,B,8000.0,15.65,1,0.3,Y,3
22,62900.0,RENT,10.0,MEDICAL,A,20000.0,14.59,1,0.32,Y,3
36,25000.0,RENT,0.0,VENTURE,D,1600.0,13.49,1,0.06,Y,16
26,45000.0,RENT,1.0,DEBTCONSOLIDATION,D,19000.0,14.61,1,0.42,N,2
21,98000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,23585.95,7.88,1,0.24,N,2
24,18456.0,RENT,7.0,HOMEIMPROVEMENT,D,2000.0,14.96,1,0.11,Y,2
24,24000.0,RENT,3.0,MEDICAL,A,3000.0,9.45,1,0.12,N,4
39,38400.0,RENT,0.0,PERSONAL,D,9000.0,11.58,1,0.23,Y,9
27,78000.0,RENT,4.0,PERSONAL,D,13000.0,15.65,1,0.17,N,4
21,31826.3,RENT,11.0,PERSONAL,D,2000.0,14.96,1,0.06,Y,2
23,33996.0,RENT,11.0,DEBTCONSOLIDATION,A,10000.0,7.49,1,0.29,N,4
26,41000.0,RENT,4.0,DEBTCONSOLIDATION,A,15000.0,9.63,1,0.37,N,2
23,15600.0,RENT,1.0,VENTURE,D,15000.0,13.72,1,0.83,N,4
23,53550.0,RENT,11.0,HOMEIMPROVEMENT,C,25000.0,13.49,1,0.47,N,4
21,32000.0,RENT,2.0,DEBTCONSOLIDATION,B,14000.0,15.33,1,0.44,Y,5
21,19800.0,RENT,11.0,MEDICAL,A,3000.0,11.86,1,0.15,N,2
33,47000.0,RENT,4.0,MEDICAL,C,4900.0,8.9,1,0.1,N,11
31,44004.0,RENT,0.0,MEDICAL,D,25000.0,14.84,1,0.57,Y,10
28,22406.0,RENT,2.0,DEBTCONSOLIDATION,B,9000.0,14.46,1,0.4,Y,3
35,38000.0,RENT,0.0,VENTURE,D,12000.0,13.06,1,0.32,Y,16
21,17727.65,RENT,0.0,MEDICAL,C,4750.0,8.0,1,0.27,Y,2
28,30000.0,RENT,1.0,VENTURE,D,12000.0,10.25,1,0.4,N,12
23,49000.0,RENT,1.0,MEDICAL,B,7500.0,11.36,1,0.15,N,2
31,194701.89,RENT,2.0,DEBTCONSOLIDATION,B,30000.0,14.91,1,0.15,N,8
34,76000.0,RENT,10.0,MEDICAL,B,34840.98,12.99,1,0.46,Y,3
24,75000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,A,12000.0,7.14,1,0.16,N,10
23,30000.0,MORTGAGE,1.0,VENTURE,E,9000.0,16.32,1,0.3,Y,2
23,21000.0,RENT,0.0,EDUCATION,D,1200.0,13.98,1,0.06,N,2
23,78000.0,RENT,3.0,DEBTCONSOLIDATION,D,11524.12,9.63,1,0.15,N,2
31,24000.0,RENT,5.0,DEBTCONSOLIDATION,A,5400.0,10.0,1,0.22,N,3
35,148626.67,MORTGAGE,0.0,VENTURE,B,20000.0,13.06,1,0.13,N,8
24,38000.0,RENT,10.0,PERSONAL,G,4554.77,20.32,1,0.12,Y,5
21,70000.0,RENT,3.0,EDUCATION,B,25000.0,10.99,1,0.36,Y,2
27,34000.0,RENT,9.0,VENTURE,B,8500.0,12.84,1,0.25,N,3
34,48000.0,OTHER,0.0,MEDICAL,C,10000.0,8.94,1,0.21,N,15
22,55000.0,RENT,2.0,DEBTCONSOLIDATION,D,16000.0,17.04,1,0.29,Y,4
28,30000.0,RENT,0.0,VENTURE,A,5000.0,10.99,1,0.17,Y,10
32,31000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,D,5500.0,15.23,1,0.18,Y,3
28,30000.0,RENT,6.0,DEBTCONSOLIDATION,D,8325.0,6.62,1,0.28,N,2
34,59000.0,RENT,4.0,PERSONAL,C,8875.0,13.23,1,0.15,N,14
27,103000.0,RENT,11.0,MEDICAL,E,25000.0,16.4,1,0.24,N,10
21,38000.0,MORTGAGE,1.0,MEDICAL,E,15000.0,13.43,1,0.39,N,2
24,17000.0,OTHER,11.0,VENTURE,A,2500.0,7.51,1,0.15,N,2
28,32646.31,RENT,2.0,DEBTCONSOLIDATION,A,5000.0,11.36,1,0.15,N,9
22,33000.0,RENT,9.0,DEBTCONSOLIDATION,B,5000.0,14.35,1,0.15,Y,3
23,83000.0,RENT,3.0,MEDICAL,D,15000.0,13.11,1,0.18,Y,2
45,54000.0,RENT,0.0,MEDICAL,D,20000.0,13.11,1,0.37,N,15
23,51003.02,MORTGAGE,9.0,MEDICAL,D,3500.0,15.57,1,0.07,N,3
21,25000.0,RENT,4.0,PERSONAL,A,7500.0,7.29,1,0.3,N,2
23,50000.0,RENT,0.0,MEDICAL,E,10000.0,17.99,1,0.2,Y,2
29,33996.0,RENT,7.0,VENTURE,B,8000.0,6.17,1,0.24,N,8
41,83000.0,RENT,4.0,DEBTCONSOLIDATION,B,16000.0,15.33,1,0.19,Y,4
22,10000.0,RENT,1.0,MEDICAL,A,1800.0,7.88,1,0.18,N,3
31,65399.37,MORTGAGE,11.0,EDUCATION,C,4000.0,7.51,1,0.06,N,11
23,16800.0,RENT,1.0,HOMEIMPROVEMENT,D,2700.0,7.51,1,0.16,N,3
22,48500.0,RENT,3.0,DEBTCONSOLIDATION,G,15573.91,17.99,1,0.32,Y,3
27,35496.0,RENT,0.0,DEBTCONSOLIDATION,C,18000.0,7.29,1,0.51,N,4
29,27996.0,RENT,8.0,VENTURE,D,5000.0,14.61,1,0.18,N,3
33,39996.0,RENT,0.0,DEBTCONSOLIDATION,D,9000.0,13.43,1,0.23,N,14
23,56000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,9968.49,15.23,1,0.18,N,8
21,17000.0,OTHER,0.0,MEDICAL,C,2500.0,8.94,1,0.15,N,2
23,85107.11,RENT,4.0,HOMEIMPROVEMENT,E,26271.1,13.47,1,0.31,N,5
23,64000.0,RENT,4.0,HOMEIMPROVEMENT,B,25000.0,9.76,1,0.39,N,3
32,96050.0,RENT,0.0,DEBTCONSOLIDATION,B,25000.0,14.61,1,0.26,N,8
36,31000.0,RENT,11.0,VENTURE,C,2400.0,9.88,1,0.08,N,8
23,23031.93,RENT,7.0,MEDICAL,D,10000.0,10.65,1,0.43,Y,16
33,103000.0,RENT,4.0,PERSONAL,B,25054.53,15.62,1,0.24,Y,2
32,53233.87,RENT,5.0,DEBTCONSOLIDATION,D,17475.0,14.61,1,0.33,N,7
25,16800.0,RENT,2.0,PERSONAL,E,8700.0,11.12,1,0.52,N,2
22,50000.0,RENT,0.0,MEDICAL,C,12000.0,7.49,1,0.24,Y,4
24,26784.14,RENT,3.0,VENTURE,D,4200.0,15.28,1,0.16,N,2
27,37933.06,RENT,0.0,PERSONAL,A,18225.0,10.65,1,0.48,N,10
23,55000.0,RENT,7.0,DEBTCONSOLIDATION,E,8000.0,18.64,1,0.15,N,6
26,69000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,E,18000.0,17.27,1,0.26,N,2
26,59000.0,RENT,2.0,VENTURE,C,15000.0,10.95,1,0.25,Y,2
33,54400.0,MORTGAGE,8.0,MEDICAL,C,4800.0,10.99,1,0.09,N,22
29,33500.03,RENT,6.0,EDUCATION,D,25000.0,16.89,1,0.75,N,6
23,24000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,D,4500.0,12.18,1,0.19,N,5
21,44590.53,RENT,0.0,MEDICAL,C,9950.0,7.4,1,0.22,N,2
26,44000.0,MORTGAGE,6.0,EDUCATION,D,6000.0,11.71,1,0.14,N,8
22,74000.0,RENT,1.0,HOMEIMPROVEMENT,D,17000.0,11.36,1,0.23,N,2
33,12000.0,RENT,4.0,DEBTCONSOLIDATION,C,4000.0,10.01,1,0.33,Y,9
22,29120.0,RENT,0.0,EDUCATION,A,3000.0,10.83,1,0.1,N,2
27,44961.28,MORTGAGE,8.0,HOMEIMPROVEMENT,C,8737.6,10.38,1,0.19,Y,9
29,12000.0,RENT,2.0,DEBTCONSOLIDATION,B,2000.0,13.22,1,0.17,N,7
22,45891.96,RENT,5.0,DEBTCONSOLIDATION,A,9800.0,7.88,1,0.21,N,9
22,56204.57,RENT,5.0,EDUCATION,D,25000.0,12.53,1,0.44,N,10
25,27996.0,RENT,1.0,MEDICAL,E,12000.0,11.83,1,0.43,N,4
31,58000.0,RENT,0.0,VENTURE,A,6400.0,16.29,1,0.11,Y,6
26,54000.0,RENT,9.0,MEDICAL,B,16000.0,14.11,1,0.3,N,2
23,54996.0,RENT,2.0,VENTURE,D,10182.21,15.05,1,0.19,Y,2
24,73000.0,RENT,5.0,DEBTCONSOLIDATION,B,5000.0,13.85,1,0.07,N,3
32,10000.0,RENT,0.0,EDUCATION,B,1000.0,10.38,1,0.1,N,6
26,45000.0,MORTGAGE,11.0,PERSONAL,E,7500.0,18.79,1,0.17,Y,5
25,49000.0,MORTGAGE,8.0,MEDICAL,D,7000.0,12.87,1,0.14,N,8
36,29000.0,RENT,6.0,MEDICAL,A,12000.0,10.38,1,0.41,N,5
24,34560.0,RENT,3.0,VENTURE,B,12742.72,8.49,1,0.37,N,4
27,25920.0,RENT,0.0,PERSONAL,A,12250.0,13.48,1,0.47,N,8
23,49500.0,RENT,2.0,EDUCATION,B,15250.0,13.74,1,0.31,N,3
33,12000.0,MORTGAGE,6.0,PERSONAL,C,2000.0,11.51,1,0.17,N,9
37,24000.0,RENT,0.0,MEDICAL,D,20000.0,14.91,1,0.83,N,14
29,44000.0,RENT,2.0,DEBTCONSOLIDATION,B,4500.0,12.53,1,0.1,N,11
21,25344.0,RENT,0.0,PERSONAL,C,5000.0,10.99,1,0.2,N,2
23,56201.51,MORTGAGE,7.0,HOMEIMPROVEMENT,D,12000.0,12.73,1,0.21,N,3
22,15000.0,RENT,3.0,PERSONAL,D,12000.0,16.35,1,0.8,N,2
22,87676.55,RENT,7.0,HOMEIMPROVEMENT,D,4000.0,16.45,1,0.05,N,3
21,13000.0,RENT,5.0,EDUCATION,D,2000.0,12.18,1,0.15,N,2
21,59000.0,RENT,2.0,VENTURE,B,9000.0,12.53,1,0.15,N,2
25,49000.0,RENT,9.0,VENTURE,C,10000.0,10.99,1,0.2,N,2
23,42000.0,RENT,11.0,PERSONAL,A,7000.0,10.59,1,0.17,N,2
29,26400.0,RENT,2.0,PERSONAL,D,10000.0,17.27,1,0.38,N,3
26,42000.0,RENT,0.0,EDUCATION,C,15000.0,7.51,1,0.36,Y,9
29,73000.0,RENT,1.0,VENTURE,B,7000.0,17.99,1,0.1,Y,3
22,25773.52,RENT,0.0,DEBTCONSOLIDATION,B,16000.0,11.14,1,0.62,N,2
29,54000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,14000.0,13.92,1,0.26,N,8
32,65453.0,RENT,2.0,PERSONAL,A,15450.0,16.77,1,0.24,Y,3
29,138000.0,MORTGAGE,6.0,PERSONAL,C,23000.0,8.9,1,0.17,N,9
26,19000.0,RENT,1.0,DEBTCONSOLIDATION,D,1325.0,11.71,1,0.07,N,11
26,28000.0,RENT,0.0,MEDICAL,B,4000.0,11.12,1,0.14,Y,15
23,30996.0,RENT,6.0,MEDICAL,C,9000.0,9.99,1,0.29,N,4
23,30000.0,RENT,5.0,MEDICAL,B,9000.0,16.29,1,0.3,Y,8
29,35000.0,RENT,7.0,DEBTCONSOLIDATION,C,10000.0,6.54,1,0.29,Y,6
24,49000.0,RENT,0.0,EDUCATION,D,10000.0,15.65,1,0.2,Y,7
22,59000.0,RENT,1.0,DEBTCONSOLIDATION,D,35000.0,9.99,1,0.59,N,2
26,51000.0,OWN,4.0,HOMEIMPROVEMENT,C,14000.0,8.49,1,0.27,N,16
39,73007.79,MORTGAGE,3.0,MEDICAL,D,6316.17,12.21,1,0.09,N,14
26,34000.0,RENT,3.0,EDUCATION,C,9000.0,7.38,1,0.26,N,4
22,33996.0,MORTGAGE,7.0,VENTURE,B,9600.0,8.94,1,0.28,Y,6
27,18000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,4800.0,7.51,1,0.27,N,9
24,30000.0,RENT,10.0,VENTURE,C,5550.0,13.61,1,0.18,N,6
22,42000.0,RENT,1.0,VENTURE,B,5000.0,13.11,1,0.12,N,2
29,22800.0,MORTGAGE,0.0,EDUCATION,D,4800.0,10.87,1,0.21,N,6
28,54000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,B,15000.0,14.91,1,0.28,Y,13
32,51996.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,10800.0,13.62,1,0.21,Y,17
22,49000.0,RENT,0.0,DEBTCONSOLIDATION,C,7000.0,14.74,1,0.14,Y,6
25,15467.75,RENT,3.0,EDUCATION,D,6000.0,14.22,1,0.39,N,3
23,14400.0,RENT,5.0,EDUCATION,B,13000.0,14.61,1,0.83,N,3
36,30000.0,RENT,4.0,PERSONAL,B,16000.0,13.23,1,0.53,N,9
27,39000.0,RENT,5.0,HOMEIMPROVEMENT,C,15000.0,11.48,1,0.38,Y,2
28,56100.0,RENT,0.0,PERSONAL,F,20000.0,15.99,1,0.36,Y,8
37,56100.0,RENT,7.0,DEBTCONSOLIDATION,C,6000.0,9.11,1,0.11,N,8
21,34000.0,RENT,1.0,HOMEIMPROVEMENT,D,7732.57,14.96,1,0.23,Y,2
31,62500.0,MORTGAGE,8.0,PERSONAL,C,12000.0,6.62,1,0.19,Y,8
25,158002.52,RENT,11.0,VENTURE,D,10666.78,16.29,1,0.07,N,3
24,34000.0,RENT,0.0,PERSONAL,B,12000.0,11.11,1,0.35,N,4
33,134594.63,RENT,11.0,HOMEIMPROVEMENT,D,15000.0,12.73,1,0.11,N,6
22,45792.0,MORTGAGE,2.0,EDUCATION,E,11000.0,15.7,1,0.24,N,4
25,50000.0,RENT,8.0,DEBTCONSOLIDATION,D,12000.0,13.49,1,0.24,N,2
23,140770.14,RENT,11.0,MEDICAL,G,15000.0,18.25,1,0.11,N,3
23,130051.12,RENT,5.0,DEBTCONSOLIDATION,C,14800.0,15.31,1,0.11,N,4
33,27840.0,RENT,0.0,VENTURE,E,12000.0,14.59,1,0.43,N,8
37,60000.0,RENT,3.0,DEBTCONSOLIDATION,E,16000.0,11.48,1,0.27,Y,16
31,45000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,D,11000.0,18.09,1,0.24,N,4
27,78000.0,RENT,1.0,HOMEIMPROVEMENT,B,30000.0,10.0,1,0.38,N,2
32,47000.0,RENT,4.0,HOMEIMPROVEMENT,C,9000.0,16.89,1,0.19,N,5
35,54000.0,MORTGAGE,0.0,PERSONAL,B,9250.0,9.91,1,0.17,N,16
52,32000.0,RENT,1.0,HOMEIMPROVEMENT,B,19000.0,15.62,1,0.59,N,6
23,33500.0,RENT,0.0,VENTURE,D,4000.0,13.72,1,0.12,Y,2
23,20000.0,RENT,1.0,DEBTCONSOLIDATION,E,6000.0,14.74,1,0.3,N,3
23,29000.0,RENT,11.0,MEDICAL,C,7471.6,10.0,1,0.26,N,4
28,29000.0,MORTGAGE,5.0,MEDICAL,C,5000.0,9.63,1,0.17,Y,8
39,189860.8,RENT,0.0,MEDICAL,B,25000.0,14.59,1,0.13,Y,7
24,30000.0,RENT,5.0,VENTURE,C,15000.0,5.42,1,0.5,N,8
21,14400.0,RENT,5.0,MEDICAL,D,10000.0,18.3,1,0.69,Y,2
23,32683.33,RENT,7.0,PERSONAL,B,6250.0,17.93,1,0.19,Y,11
27,13740.58,RENT,3.0,HOMEIMPROVEMENT,C,2000.0,6.91,1,0.15,N,12
24,30000.0,RENT,4.0,VENTURE,B,2800.0,11.71,1,0.09,Y,3
23,26000.0,RENT,0.0,DEBTCONSOLIDATION,B,1600.0,14.74,1,0.06,N,2
47,49000.0,MORTGAGE,0.0,PERSONAL,D,4195.41,9.91,1,0.09,Y,14
