person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
36,54400.0,RENT,0.0,VENTURE,E,8575.0,16.77,1,0.16,N,8
30,34000.0,RENT,2.0,MEDICAL,D,15000.0,14.22,1,0.44,N,14
37,22999.44,MORTGAGE,0.0,PERSONAL,A,4000.0,10.75,1,0.17,N,5
21,46000.0,RENT,0.0,EDUCATION,B,10000.0,7.29,1,0.22,N,6
22,44000.0,MORTGAGE,6.0,MEDICAL,D,18000.0,10.65,1,0.41,N,2
23,73000.0,RENT,2.0,VENTURE,B,3000.0,12.18,0,0.04,N,3
37,14400.0,RENT,2.0,PERSONAL,A,6950.0,7.66,1,0.48,N,13
23,62050.0,RENT,0.0,DEBTCONSOLIDATION,E,20000.0,16.49,1,0.32,Y,4
27,110000.0,MORTGAGE,0.0,EDUCATION,A,16000.0,7.9,0,0.15,N,7
21,8002.49,RENT,2.0,MEDICAL,C,1500.0,12.41,1,0.19,N,2
31,58000.0,RENT,0.0,VENTURE,A,6400.0,16.29,1,0.11,Y,6
25,130000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3000.0,5.42,0,0.02,N,2
22,51850.0,RENT,6.0,MEDICAL,D,11533.68,15.21,1,0.22,Y,4
23,54000.0,MORTGAGE,0.0,EDUCATION,B,10000.0,11.49,0,0.19,N,4
22,55000.0,RENT,6.0,EDUCATION,A,6000.0,6.62,0,0.11,N,2
24,44000.0,RENT,0.0,VENTURE,A,20000.0,12.69,1,0.45,N,2
32,105000.0,MORTGAGE,11.0,MEDICAL,A,20000.0,6.54,0,0.19,N,9
28,36256.53,RENT,0.0,HOMEIMPROVEMENT,D,10000.0,13.98,1,0.28,Y,2
23,36000.0,RENT,4.0,MEDICAL,D,6500.0,17.49,1,0.18,Y,4
28,46000.0,MORTGAGE,12.0,PERSONAL,A,6500.0,6.99,0,0.14,N,7
30,54000.0,MORTGAGE,13.0,MEDICAL,A,10000.0,7.9,0,0.19,N,10
22,15000.0,RENT,5.0,EDUCATION,D,2500.0,16.07,1,0.17,N,2
21,25200.0,RENT,2.0,MEDICAL,C,10000.0,9.91,1,0.4,Y,2
29,55476.0,MORTGAGE,1.0,MEDICAL,D,10000.0,15.33,1,0.18,Y,8
23,66000.0,RENT,2.0,EDUCATION,A,7000.0,7.66,0,0.11,N,3
49,159690.09,RENT,8.0,PERSONAL,C,21500.0,13.92,1,0.13,Y,8
30,40000.0,RENT,2.0,MEDICAL,C,8500.0,12.53,0,0.21,N,8
26,75000.0,MORTGAGE,11.0,VENTURE,D,6000.0,14.96,0,0.08,N,3
25,31200.0,RENT,4.0,HOMEIMPROVEMENT,B,15000.0,13.98,1,0.48,N,4
28,92000.0,MORTGAGE,8.0,PERSONAL,C,7750.0,14.22,1,0.08,N,6
35,69000.0,MORTGAGE,2.0,VENTURE,D,25500.0,17.27,1,0.37,N,5
25,28000.0,MORTGAGE,3.0,EDUCATION,A,5000.0,8.0,0,0.18,N,2
22,24000.0,OWN,6.0,MEDICAL,B,5000.0,12.21,0,0.21,N,3
22,39336.0,RENT,6.0,VENTURE,A,3500.0,5.42,0,0.09,N,2
21,36000.0,RENT,0.0,MEDICAL,B,4000.0,17.27,1,0.11,Y,2
28,20400.0,MORTGAGE,4.0,EDUCATION,A,2075.0,7.88,0,0.1,N,8
28,42100.0,RENT,0.0,PERSONAL,B,4925.0,11.49,0,0.12,N,7
44,72503.99,RENT,2.0,MEDICAL,E,15000.0,16.29,1,0.21,Y,7
22,55000.0,MORTGAGE,4.0,MEDICAL,A,4800.0,15.62,1,0.09,N,4
23,26000.0,RENT,0.0,DEBTCONSOLIDATION,B,1600.0,14.74,1,0.06,N,2
36,90000.0,MORTGAGE,2.0,EDUCATION,D,20000.0,14.61,0,0.22,Y,11
22,27996.0,RENT,0.0,HOMEIMPROVEMENT,D,2200.0,15.95,1,0.08,Y,2
54,107000.0,RENT,27.0,VENTURE,B,10000.0,9.91,0,0.09,N,20
23,66500.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,22000.0,8.88,1,0.33,N,2
31,36000.0,RENT,5.0,HOMEIMPROVEMENT,E,13000.0,20.3,1,0.36,Y,5
24,31200.0,RENT,3.0,PERSONAL,C,2000.0,14.65,0,0.06,Y,2
25,75000.0,RENT,8.0,PERSONAL,B,9600.0,12.69,0,0.13,N,3
24,40000.0,RENT,1.0,MEDICAL,C,3000.0,14.22,0,0.07,N,4
21,15600.0,RENT,0.0,MEDICAL,A,2800.0,7.4,1,0.18,N,4
27,52000.0,MORTGAGE,5.0,PERSONAL,A,10000.0,7.29,0,0.19,N,7
27,85500.0,RENT,1.0,HOMEIMPROVEMENT,D,11000.0,15.99,1,0.13,Y,5
27,38250.0,RENT,1.0,MEDICAL,A,5000.0,7.51,0,0.13,N,5
21,60000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000.0,5.99,0,0.17,N,2
33,42000.0,RENT,0.0,MEDICAL,A,8000.0,5.99,0,0.19,N,7
32,168924.28,MORTGAGE,8.0,EDUCATION,E,25000.0,15.62,1,0.15,N,4
24,62000.0,RENT,8.0,PERSONAL,A,8850.0,6.62,0,0.14,N,3
42,60000.0,MORTGAGE,1.0,MEDICAL,A,8000.0,5.42,0,0.13,N,13
34,36129.0,RENT,3.0,DEBTCONSOLIDATION,C,1800.0,14.22,0,0.05,Y,9
24,48442.0,MORTGAGE,8.0,DEBTCONSOLIDATION,D,9800.0,15.7,1,0.2,N,2
25,29000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,7500.0,16.69,1,0.26,N,2
23,75576.0,RENT,7.0,EDUCATION,B,18000.0,9.88,0,0.24,N,3
33,50454.53,RENT,2.0,MEDICAL,B,7000.0,13.47,1,0.14,N,5
39,65000.0,MORTGAGE,3.0,EDUCATION,D,6000.0,15.62,0,0.09,Y,14
42,70550.0,RENT,1.0,MEDICAL,B,18000.0,10.25,1,0.26,N,10
26,37500.0,RENT,1.0,DEBTCONSOLIDATION,A,10000.0,8.94,0,0.27,N,3
24,35500.0,RENT,6.0,PERSONAL,A,7500.0,14.91,1,0.21,N,3
27,10000.0,RENT,10.0,MEDICAL,C,1000.0,7.88,1,0.1,Y,2
26,52000.0,OWN,10.0,DEBTCONSOLIDATION,D,5000.0,15.65,0,0.1,Y,4
26,120000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,C,20000.0,13.79,0,0.17,Y,4
28,34000.0,RENT,0.0,MEDICAL,B,8500.0,16.45,1,0.25,Y,3
29,59000.0,RENT,0.0,PERSONAL,B,22000.0,14.59,1,0.37,N,9
24,69000.0,RENT,1.0,DEBTCONSOLIDATION,A,10000.0,14.46,1,0.14,Y,3
23,65000.0,MORTGAGE,7.0,VENTURE,C,17600.0,12.72,0,0.27,N,3
26,153000.0,RENT,9.0,EDUCATION,E,25000.0,17.49,1,0.16,Y,3
22,25000.0,RENT,1.0,HOMEIMPROVEMENT,E,1325.0,14.84,1,0.05,N,3
25,42000.0,RENT,2.0,MEDICAL,C,6500.0,13.49,0,0.15,Y,3
26,76000.0,RENT,6.0,DEBTCONSOLIDATION,C,15000.0,13.11,0,0.2,N,4
23,12231.85,RENT,1.0,MEDICAL,F,8000.0,15.62,1,0.65,N,13
39,64000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,D,17500.0,20.86,1,0.27,N,16
28,101000.0,RENT,4.0,PERSONAL,E,25000.0,19.79,1,0.25,Y,4
21,58000.0,OWN,5.0,PERSONAL,A,16000.0,7.51,1,0.28,Y,10
26,34000.0,RENT,1.0,PERSONAL,D,7000.0,20.86,1,0.21,Y,4
34,60000.0,RENT,14.0,HOMEIMPROVEMENT,C,10000.0,13.57,0,0.17,N,6
38,36000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6000.0,13.99,0,0.17,N,16
28,43000.0,MORTGAGE,6.0,VENTURE,A,15000.0,6.03,0,0.35,N,5
30,15600.0,RENT,6.0,MEDICAL,B,2500.0,10.0,1,0.16,Y,2
21,117000.0,MORTGAGE,3.0,PERSONAL,D,4800.0,14.54,0,0.04,N,4
47,65000.0,RENT,1.0,MEDICAL,C,3100.0,13.49,0,0.05,N,16
28,86004.0,MORTGAGE,12.0,VENTURE,B,3000.0,9.99,0,0.03,N,5
33,35000.0,MORTGAGE,2.0,PERSONAL,A,6000.0,5.42,0,0.17,N,6
47,49000.0,MORTGAGE,0.0,PERSONAL,D,4195.41,9.91,1,0.09,Y,14
24,60629.0,RENT,7.0,HOMEIMPROVEMENT,A,10000.0,7.51,0,0.16,N,2
25,69000.0,RENT,5.0,HOMEIMPROVEMENT,A,8500.0,6.92,1,0.12,N,4
24,50000.0,MORTGAGE,8.0,EDUCATION,A,3000.0,7.66,0,0.06,N,2
27,78000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5000.0,5.42,0,0.06,N,7
22,44000.0,RENT,0.0,MEDICAL,D,7000.0,13.99,1,0.16,Y,2
26,39600.0,RENT,3.0,EDUCATION,A,4000.0,5.79,1,0.1,N,4
22,29100.0,RENT,1.0,PERSONAL,C,5000.0,5.42,1,0.17,N,8
22,33000.0,RENT,5.0,MEDICAL,A,7500.0,14.22,1,0.23,N,2
27,61000.0,RENT,14.0,MEDICAL,D,14000.0,13.49,1,0.23,N,4
38,48000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,5000.0,10.65,0,0.1,N,16
23,75000.0,OWN,5.0,VENTURE,A,7600.0,8.59,0,0.1,N,4
24,24000.0,RENT,2.0,HOMEIMPROVEMENT,D,3500.0,15.65,1,0.15,Y,3
26,38400.0,RENT,2.0,MEDICAL,B,7200.0,9.91,0,0.19,N,2
49,41869.0,MORTGAGE,8.0,EDUCATION,A,8000.0,7.14,0,0.19,N,15
29,78000.0,RENT,1.0,MEDICAL,D,8260.88,15.99,1,0.11,N,3
23,33000.0,MORTGAGE,4.0,EDUCATION,A,8000.0,7.49,0,0.24,N,3
23,40000.0,MORTGAGE,7.0,MEDICAL,A,4000.0,7.51,0,0.1,N,2
24,46800.0,RENT,7.0,DEBTCONSOLIDATION,A,3000.0,9.76,1,0.06,N,3
22,36000.0,RENT,6.0,MEDICAL,B,3000.0,11.49,1,0.08,N,4
31,110000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,C,5000.0,14.26,0,0.05,N,10
28,42000.0,RENT,0.0,EDUCATION,B,12000.0,11.11,0,0.29,N,9
24,100000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,12000.0,6.92,0,0.12,N,2
29,42000.0,MORTGAGE,6.0,PERSONAL,B,6000.0,11.49,1,0.14,N,9
23,115000.0,RENT,2.0,EDUCATION,A,35000.0,7.9,0,0.3,N,4
27,69000.0,RENT,14.0,PERSONAL,C,14400.0,8.9,1,0.21,N,6
27,24000.0,OWN,0.0,VENTURE,A,10800.0,11.12,1,0.45,N,8
23,19200.0,RENT,6.0,EDUCATION,C,2000.0,13.57,1,0.1,N,3
23,57700.0,MORTGAGE,7.0,PERSONAL,B,3500.0,10.65,0,0.06,N,4
25,63000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000.0,14.17,1,0.16,N,4
29,40000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,12000.0,12.69,1,0.3,N,3
30,110000.0,MORTGAGE,5.0,VENTURE,B,25000.0,11.12,0,0.23,N,9
23,51600.0,RENT,2.0,HOMEIMPROVEMENT,B,14000.0,7.29,1,0.27,N,2
28,44000.0,MORTGAGE,7.0,MEDICAL,C,20000.0,13.17,1,0.45,N,8
27,14000.0,RENT,5.0,HOMEIMPROVEMENT,B,4750.0,10.0,1,0.34,N,9
24,31200.0,RENT,1.0,DEBTCONSOLIDATION,B,8000.0,10.65,1,0.26,N,2
28,44000.0,RENT,10.0,HOMEIMPROVEMENT,D,4000.0,15.37,1,0.09,N,3
41,57000.0,MORTGAGE,11.0,PERSONAL,A,10000.0,7.51,0,0.18,N,12
30,45000.0,MORTGAGE,11.0,MEDICAL,A,2500.0,6.76,0,0.06,N,10
23,44400.0,MORTGAGE,8.0,EDUCATION,C,2500.0,12.68,0,0.06,N,3
24,49000.0,MORTGAGE,4.0,EDUCATION,D,12000.0,16.35,1,0.24,Y,3
26,114000.0,MORTGAGE,10.0,PERSONAL,A,14400.0,7.14,0,0.13,N,2
24,123000.0,MORTGAGE,6.0,MEDICAL,D,13303.75,18.99,1,0.11,Y,3
24,45996.0,RENT,3.0,EDUCATION,C,2000.0,12.98,0,0.04,Y,4
24,48500.0,RENT,6.0,DEBTCONSOLIDATION,D,5500.0,6.99,1,0.11,N,3
27,66000.0,RENT,2.0,VENTURE,C,14000.0,12.99,0,0.21,Y,8
31,294000.0,MORTGAGE,7.0,VENTURE,A,12000.0,8.94,0,0.04,N,6
35,136240.0,MORTGAGE,9.0,EDUCATION,A,15000.0,7.88,0,0.11,N,6
23,96000.0,RENT,6.0,HOMEIMPROVEMENT,E,16000.0,16.32,1,0.17,Y,4
28,34000.0,MORTGAGE,7.0,PERSONAL,C,8875.0,14.96,1,0.26,Y,3
22,19814.18,RENT,3.0,HOMEIMPROVEMENT,C,5000.0,6.62,1,0.25,N,7
30,130000.0,MORTGAGE,3.0,EDUCATION,C,33250.0,13.06,0,0.26,Y,5
25,78000.0,RENT,0.0,MEDICAL,D,25000.0,16.31,1,0.32,N,2
26,79000.0,RENT,7.0,HOMEIMPROVEMENT,B,11500.0,11.99,0,0.15,N,3
26,65004.0,MORTGAGE,10.0,HOMEIMPROVEMENT,B,5000.0,11.58,0,0.08,N,3
30,50000.0,RENT,4.0,HOMEIMPROVEMENT,E,16000.0,16.77,1,0.32,N,5
22,90000.0,MORTGAGE,6.0,EDUCATION,A,10000.0,7.88,0,0.11,N,3
26,54000.0,RENT,9.0,EDUCATION,D,8400.0,13.62,1,0.16,N,12
23,54000.0,RENT,2.0,DEBTCONSOLIDATION,D,6000.0,14.09,1,0.11,Y,3
22,29100.0,RENT,2.0,VENTURE,D,6250.0,16.07,1,0.21,N,4
35,48000.0,RENT,4.0,EDUCATION,A,5000.0,19.04,1,0.1,Y,9
39,128000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,C,20000.0,13.11,1,0.16,Y,15
28,6000.0,RENT,1.0,VENTURE,B,3000.0,7.89,1,0.5,N,4
30,200000.0,MORTGAGE,0.0,MEDICAL,A,10000.0,8.59,0,0.05,N,10
24,32000.0,RENT,2.0,EDUCATION,C,1000.0,13.06,1,0.03,N,3
21,89610.0,RENT,3.0,DEBTCONSOLIDATION,A,5600.0,6.54,0,0.06,N,4
29,40000.0,RENT,2.0,DEBTCONSOLIDATION,B,6000.0,11.14,0,0.15,N,6
32,58000.0,RENT,3.0,MEDICAL,B,10000.0,10.96,0,0.17,N,10
23,115000.0,MORTGAGE,1.0,VENTURE,A,8000.0,8.49,0,0.07,N,4
37,35496.0,RENT,5.0,VENTURE,B,3600.0,10.37,0,0.1,N,12
33,38196.0,RENT,1.0,MEDICAL,B,4000.0,10.0,0,0.1,N,5
26,79380.0,MORTGAGE,5.0,EDUCATION,C,10000.0,12.23,0,0.13,Y,3
26,42000.0,RENT,3.0,VENTURE,A,14000.0,6.92,1,0.33,N,2
23,54000.0,RENT,7.0,EDUCATION,B,1500.0,9.62,0,0.03,N,4
30,51000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,15000.0,12.73,0,0.29,Y,5
24,79800.0,RENT,8.0,HOMEIMPROVEMENT,B,2500.0,9.62,0,0.03,N,2
25,54000.0,RENT,2.0,VENTURE,D,22364.17,14.18,1,0.41,N,3
22,72000.0,RENT,2.0,EDUCATION,A,8000.0,7.9,0,0.11,N,4
23,67200.0,RENT,7.0,EDUCATION,C,5650.0,13.47,0,0.08,N,2
26,59000.0,RENT,5.0,MEDICAL,C,15000.0,10.78,1,0.25,N,4
30,65000.0,RENT,11.0,VENTURE,D,12800.0,15.2,0,0.2,N,8
29,33600.0,RENT,0.0,DEBTCONSOLIDATION,C,5000.0,13.92,0,0.15,Y,10
32,75000.0,MORTGAGE,6.0,PERSONAL,B,5000.0,11.49,0,0.07,N,8
27,65000.0,RENT,9.0,EDUCATION,C,3500.0,13.49,0,0.05,N,9
28,50500.0,RENT,3.0,HOMEIMPROVEMENT,C,5200.0,12.53,0,0.1,N,8
43,65000.0,RENT,2.0,MEDICAL,B,5000.0,9.62,0,0.08,N,16
26,70500.0,MORTGAGE,11.0,PERSONAL,A,14500.0,7.49,1,0.21,N,3
23,19200.0,RENT,1.0,HOMEIMPROVEMENT,B,4400.0,12.69,1,0.23,N,3
23,65000.0,MORTGAGE,7.0,EDUCATION,A,5500.0,7.88,0,0.08,N,2
43,44004.0,RENT,7.0,DEBTCONSOLIDATION,D,6800.0,15.68,1,0.15,N,16
27,48000.0,RENT,5.0,MEDICAL,B,10200.0,10.38,0,0.21,N,10
21,24000.0,MORTGAGE,2.0,EDUCATION,E,2500.0,15.37,1,0.1,N,3
26,58000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,D,16000.0,13.23,1,0.28,N,3
21,24000.0,RENT,3.0,PERSONAL,A,1500.0,6.99,1,0.06,N,3
26,21000.0,RENT,0.0,DEBTCONSOLIDATION,B,2400.0,10.71,1,0.11,N,4
22,70000.0,RENT,3.0,EDUCATION,B,22000.0,11.36,1,0.31,N,4
22,70000.0,MORTGAGE,6.0,VENTURE,B,6000.0,11.49,0,0.09,N,2
24,65000.0,RENT,8.0,MEDICAL,D,3600.0,16.29,1,0.06,N,6
23,42000.0,MORTGAGE,8.0,MEDICAL,B,7600.0,6.0,0,0.18,N,2
23,56500.0,RENT,8.0,VENTURE,B,15000.0,10.62,1,0.27,N,9
23,61200.0,MORTGAGE,5.0,VENTURE,B,27631.58,15.31,1,0.45,N,2
22,86000.0,MORTGAGE,7.0,EDUCATION,C,18000.0,13.48,1,0.21,N,2
25,48000.0,MORTGAGE,6.0,EDUCATION,B,24250.0,10.25,0,0.51,N,3
24,30000.0,RENT,0.0,PERSONAL,A,2600.0,8.49,1,0.09,Y,4
27,40000.0,RENT,4.0,EDUCATION,C,6000.0,12.73,0,0.15,N,10
25,16800.0,RENT,1.0,HOMEIMPROVEMENT,B,2400.0,13.16,1,0.14,N,4
37,60000.0,MORTGAGE,4.0,EDUCATION,C,12000.0,12.73,0,0.2,Y,17
26,54000.0,RENT,2.0,PERSONAL,D,5175.0,11.12,1,0.1,N,6
23,59000.0,MORTGAGE,0.0,EDUCATION,B,21600.0,11.89,0,0.37,N,2
37,300000.0,MORTGAGE,7.0,EDUCATION,B,25000.0,11.49,0,0.08,N,14
25,120000.0,MORTGAGE,7.0,EDUCATION,C,15000.0,14.65,0,0.13,N,4
29,28800.0,RENT,12.0,EDUCATION,G,7000.0,16.29,1,0.24,N,2
24,50000.0,RENT,6.0,PERSONAL,A,4000.0,7.66,0,0.08,N,4
24,72000.0,RENT,4.0,HOMEIMPROVEMENT,D,20000.0,14.74,0,0.28,Y,3
23,68400.0,RENT,7.0,EDUCATION,C,7200.0,14.72,0,0.11,N,2
25,54000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,D,8400.0,14.59,1,0.16,N,2
40,30000.0,RENT,6.0,MEDICAL,B,12000.0,16.0,1,0.4,Y,10
31,64000.0,RENT,6.0,HOMEIMPROVEMENT,C,9600.0,8.49,1,0.15,N,13
27,33000.0,RENT,7.0,EDUCATION,A,4000.0,6.76,0,0.12,N,9
29,37680.0,MORTGAGE,0.0,DEBTCONSOLIDATION,D,15000.0,14.22,1,0.4,N,14
25,27600.0,RENT,5.0,VENTURE,D,1800.0,15.96,1,0.07,N,2
28,80000.0,MORTGAGE,11.0,PERSONAL,A,16000.0,5.99,0,0.2,N,7
21,41000.0,OWN,5.0,PERSONAL,A,5000.0,7.74,0,0.12,N,3
24,29000.0,MORTGAGE,9.0,EDUCATION,C,2500.0,5.79,1,0.09,N,5
23,60000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000.0,14.91,1,0.13,N,3
23,83000.0,RENT,0.0,DEBTCONSOLIDATION,C,5000.0,11.71,1,0.06,Y,4
26,26000.0,RENT,2.0,PERSONAL,B,7500.0,12.18,0,0.29,N,2
30,35000.0,RENT,7.0,DEBTCONSOLIDATION,C,18000.0,6.62,1,0.51,N,10
27,34560.0,MORTGAGE,8.0,HOMEIMPROVEMENT,E,10625.0,16.4,0,0.31,N,7
27,26400.0,RENT,9.0,EDUCATION,B,10000.0,10.25,1,0.38,N,9
22,41000.0,RENT,3.0,DEBTCONSOLIDATION,C,15000.0,12.73,1,0.37,N,3
27,49982.2,RENT,5.0,MEDICAL,C,10000.0,12.42,1,0.2,N,5
30,170000.0,RENT,4.0,EDUCATION,C,35000.0,13.06,0,0.21,Y,9
30,92975.73,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000.0,13.61,1,0.11,N,5
23,18000.0,RENT,5.0,PERSONAL,D,8000.0,12.84,1,0.44,N,4
36,44000.0,RENT,2.0,DEBTCONSOLIDATION,D,5000.0,11.49,1,0.11,N,5
39,110000.0,RENT,5.0,HOMEIMPROVEMENT,C,4500.0,13.49,0,0.04,N,11
23,62050.0,RENT,1.0,PERSONAL,A,25000.0,8.9,1,0.4,N,4
22,40000.0,RENT,1.0,PERSONAL,B,4000.0,12.69,0,0.1,N,4
24,74800.0,MORTGAGE,5.0,VENTURE,F,15000.0,20.03,1,0.2,Y,2
23,61000.0,RENT,3.0,PERSONAL,A,4200.0,6.03,0,0.07,N,4
25,45600.0,RENT,1.0,EDUCATION,D,5000.0,9.99,1,0.11,Y,3
26,36400.0,RENT,3.0,MEDICAL,A,5000.0,8.9,0,0.14,N,4
28,15360.0,RENT,2.0,PERSONAL,B,5375.0,9.91,1,0.35,N,5
21,65000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,2200.0,12.42,0,0.03,N,3
28,65000.0,MORTGAGE,12.0,EDUCATION,B,24000.0,10.99,0,0.37,N,5
33,46000.0,RENT,6.0,EDUCATION,E,9600.0,14.27,1,0.21,N,7
32,49200.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5000.0,7.74,0,0.1,N,10
28,60000.0,RENT,12.0,HOMEIMPROVEMENT,D,1500.0,16.77,0,0.03,Y,8
32,95000.0,MORTGAGE,9.0,PERSONAL,A,8500.0,5.79,0,0.09,N,6
25,81600.0,MORTGAGE,0.0,MEDICAL,F,17000.0,18.64,1,0.21,N,13
41,102300.0,MORTGAGE,9.0,MEDICAL,B,8800.0,11.58,0,0.09,N,11
34,948000.0,MORTGAGE,18.0,PERSONAL,B,2000.0,9.99,0,0.0,N,7
23,21600.0,RENT,2.0,MEDICAL,D,6000.0,14.42,1,0.28,N,4
22,36000.0,RENT,0.0,VENTURE,C,10000.0,15.27,1,0.28,N,2
25,52810.42,OWN,1.0,MEDICAL,C,10000.0,7.9,1,0.19,N,3
32,70000.0,OWN,12.0,VENTURE,A,3000.0,7.49,0,0.04,N,5
30,21600.0,RENT,1.0,DEBTCONSOLIDATION,B,1500.0,11.71,1,0.07,N,8
22,58000.0,MORTGAGE,1.0,VENTURE,A,4000.0,7.29,0,0.07,N,3
45,225000.0,RENT,14.0,PERSONAL,B,22200.0,12.69,0,0.1,N,12
22,32000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,D,8000.0,12.73,1,0.25,Y,2
23,24000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,D,2800.0,16.07,1,0.12,N,3
26,50000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,D,6000.0,15.65,1,0.12,N,4
26,54000.0,MORTGAGE,11.0,DEBTCONSOLIDATION,B,4800.0,11.49,1,0.09,N,2
22,44684.0,RENT,1.0,DEBTCONSOLIDATION,C,8000.0,12.04,0,0.18,Y,2
36,69000.0,RENT,0.0,MEDICAL,B,15600.0,10.99,0,0.23,N,16
24,48500.0,RENT,6.0,EDUCATION,A,8875.0,12.98,1,0.18,N,8
48,50016.0,OTHER,1.0,MEDICAL,B,10400.0,11.58,0,0.21,N,11
22,27048.32,RENT,6.0,EDUCATION,B,4400.0,13.99,1,0.16,N,4
27,102998.44,MORTGAGE,3.0,HOMEIMPROVEMENT,D,35000.0,16.49,1,0.34,N,3
26,28800.0,RENT,10.0,MEDICAL,B,15000.0,10.0,1,0.52,N,3
22,72000.0,RENT,3.0,EDUCATION,A,1000.0,7.88,0,0.01,N,3
23,119880.18,MORTGAGE,3.0,HOMEIMPROVEMENT,D,24000.0,16.0,1,0.2,Y,3
24,55000.0,MORTGAGE,2.0,EDUCATION,B,14400.0,14.11,1,0.26,Y,3
25,48000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,C,1000.0,13.49,0,0.02,Y,3
22,32000.0,RENT,0.0,VENTURE,A,4000.0,5.42,0,0.13,N,4
37,49000.0,RENT,11.0,HOMEIMPROVEMENT,C,25000.0,8.59,1,0.51,N,6
23,52000.0,RENT,8.0,DEBTCONSOLIDATION,B,12000.0,14.09,1,0.23,Y,2
29,45000.0,RENT,4.0,EDUCATION,A,8700.0,7.88,0,0.19,N,9
24,42996.0,RENT,5.0,MEDICAL,A,5000.0,7.14,0,0.12,N,4
45,70000.0,MORTGAGE,7.0,VENTURE,B,6000.0,14.96,1,0.09,N,3
23,18000.0,RENT,2.0,DEBTCONSOLIDATION,D,10000.0,9.91,1,0.56,N,3
25,30000.0,RENT,4.0,VENTURE,C,6000.0,12.73,1,0.2,N,9
27,65608.21,MORTGAGE,8.0,MEDICAL,B,6000.0,10.9,1,0.09,N,8
23,33996.0,RENT,1.0,EDUCATION,C,5500.0,13.47,0,0.16,Y,2
25,62000.0,RENT,3.0,MEDICAL,A,20000.0,6.54,1,0.32,N,3
37,53392.25,RENT,0.0,MEDICAL,D,7000.0,15.62,1,0.13,N,10
24,57123.05,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6625.0,10.74,1,0.12,Y,2
25,54000.0,RENT,3.0,HOMEIMPROVEMENT,E,25000.0,16.82,1,0.46,N,4
39,49000.0,RENT,2.0,DEBTCONSOLIDATION,D,12000.0,14.59,1,0.24,N,14
27,33200.0,RENT,0.0,MEDICAL,B,10000.0,11.71,0,0.3,N,5
24,95000.0,MORTGAGE,4.0,PERSONAL,B,25000.0,10.08,0,0.26,N,4
23,48000.0,OWN,6.0,EDUCATION,B,5000.0,10.08,0,0.1,N,4
22,34237.6,RENT,0.0,HOMEIMPROVEMENT,D,17500.0,14.91,1,0.51,N,2
32,95000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,D,10000.0,15.65,1,0.11,Y,4
29,70553.0,RENT,8.0,MEDICAL,C,15000.0,13.47,1,0.18,Y,10
33,48000.0,MORTGAGE,1.0,PERSONAL,D,20000.0,16.07,0,0.42,N,10
24,55000.0,MORTGAGE,3.0,PERSONAL,A,15000.0,6.62,0,0.27,N,3
30,102540.0,MORTGAGE,6.0,MEDICAL,A,1500.0,7.9,0,0.01,N,10
21,18000.0,RENT,5.0,PERSONAL,A,1800.0,6.62,0,0.1,N,3
36,34000.0,RENT,2.0,PERSONAL,C,6000.0,13.57,0,0.18,N,16
24,29468.11,RENT,1.0,MEDICAL,D,8000.0,11.71,1,0.27,Y,3
36,69000.0,RENT,9.0,MEDICAL,B,15000.0,13.8,1,0.22,N,7
26,59500.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,12000.0,6.62,0,0.2,N,4
28,49119.44,RENT,2.0,VENTURE,A,18000.0,10.25,1,0.37,N,17
53,46000.0,OWN,9.0,PERSONAL,B,4925.0,11.71,0,0.11,N,23
22,40000.0,RENT,2.0,DEBTCONSOLIDATION,D,9505.67,15.33,1,0.24,N,4
